CollectionYear,Semester,Region,Year Level,Indigenous status,SDA type,Reason description,SDA count
2022,Semester 2,Far North Queensland,Year 1,Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,1
2022,Semester 2,Far North Queensland,Year 1,Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,7
2022,Semester 2,Far North Queensland,Year 1,Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,5
2022,Semester 2,Far North Queensland,Year 1,Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,12
2022,Semester 2,Far North Queensland,Year 1,Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,1
2022,Semester 2,Far North Queensland,Year 1,Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,7
2022,Semester 2,Far North Queensland,Year 1,Indigenous,Short Suspension,Property Misconduct involving other's property,2
2022,Semester 2,Far North Queensland,Year 1,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,5
2022,Semester 2,Far North Queensland,Year 1,Non-Indigenous,Short Suspension,Absences,1
2022,Semester 2,Far North Queensland,Year 1,Non-Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,1
2022,Semester 2,Far North Queensland,Year 1,Non-Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,3
2022,Semester 2,Far North Queensland,Year 1,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,4
2022,Semester 2,Far North Queensland,Year 1,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,6
2022,Semester 2,Far North Queensland,Year 1,Non-Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,4
2022,Semester 2,Far North Queensland,Year 1,Non-Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,6
2022,Semester 2,Far North Queensland,Year 1,Non-Indigenous,Short Suspension,Property Misconduct involving other's property,2
2022,Semester 2,Far North Queensland,Year 1,Non-Indigenous,Short Suspension,Refusal to participate in the program of instruction,2
2022,Semester 2,Far North Queensland,Year 1,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,1
2022,Semester 2,Far North Queensland,Year 2,Indigenous,Long Suspension,Property Misconduct involving own property,1
2022,Semester 2,Far North Queensland,Year 2,Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,1
2022,Semester 2,Far North Queensland,Year 2,Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,7
2022,Semester 2,Far North Queensland,Year 2,Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,5
2022,Semester 2,Far North Queensland,Year 2,Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,5
2022,Semester 2,Far North Queensland,Year 2,Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,13
2022,Semester 2,Far North Queensland,Year 2,Indigenous,Short Suspension,Refusal to participate in the program of instruction,4
2022,Semester 2,Far North Queensland,Year 2,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,1
2022,Semester 2,Far North Queensland,Year 2,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,1
2022,Semester 2,Far North Queensland,Year 2,Non-Indigenous,Exclusion,Physical Misconduct involving Students not involving an object,1
2022,Semester 2,Far North Queensland,Year 2,Non-Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,1
2022,Semester 2,Far North Queensland,Year 2,Non-Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,7
2022,Semester 2,Far North Queensland,Year 2,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,3
2022,Semester 2,Far North Queensland,Year 2,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,6
2022,Semester 2,Far North Queensland,Year 2,Non-Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,4
2022,Semester 2,Far North Queensland,Year 2,Non-Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,12
2022,Semester 2,Far North Queensland,Year 2,Non-Indigenous,Short Suspension,Property Misconduct involving other's property,2
2022,Semester 2,Far North Queensland,Year 2,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,1
2022,Semester 2,Far North Queensland,Year 3,Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,1
2022,Semester 2,Far North Queensland,Year 3,Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,3
2022,Semester 2,Far North Queensland,Year 3,Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,6
2022,Semester 2,Far North Queensland,Year 3,Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,7
2022,Semester 2,Far North Queensland,Year 3,Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,4
2022,Semester 2,Far North Queensland,Year 3,Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,5
2022,Semester 2,Far North Queensland,Year 3,Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,19
2022,Semester 2,Far North Queensland,Year 3,Indigenous,Short Suspension,Property Misconduct involving other's property,2
2022,Semester 2,Far North Queensland,Year 3,Indigenous,Short Suspension,Substance Misconduct involving an illicit substance,1
2022,Semester 2,Far North Queensland,Year 3,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,1
2022,Semester 2,Far North Queensland,Year 3,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,1
2022,Semester 2,Far North Queensland,Year 3,Non-Indigenous,Long Suspension,Other Serious conduct prejudicial to the good order and management of the school,1
2022,Semester 2,Far North Queensland,Year 3,Non-Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,4
2022,Semester 2,Far North Queensland,Year 3,Non-Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,5
2022,Semester 2,Far North Queensland,Year 3,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,3
2022,Semester 2,Far North Queensland,Year 3,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,6
2022,Semester 2,Far North Queensland,Year 3,Non-Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,2
2022,Semester 2,Far North Queensland,Year 3,Non-Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,21
2022,Semester 2,Far North Queensland,Year 3,Non-Indigenous,Short Suspension,Property Misconduct involving other's property,2
2022,Semester 2,Far North Queensland,Year 3,Non-Indigenous,Short Suspension,Refusal to participate in the program of instruction,3
2022,Semester 2,Far North Queensland,Year 3,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,1
2022,Semester 2,Far North Queensland,Year 4,Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,3
2022,Semester 2,Far North Queensland,Year 4,Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,10
2022,Semester 2,Far North Queensland,Year 4,Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,3
2022,Semester 2,Far North Queensland,Year 4,Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,4
2022,Semester 2,Far North Queensland,Year 4,Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,7
2022,Semester 2,Far North Queensland,Year 4,Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,3
2022,Semester 2,Far North Queensland,Year 4,Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,19
2022,Semester 2,Far North Queensland,Year 4,Indigenous,Short Suspension,Property Misconduct involving other's property,7
2022,Semester 2,Far North Queensland,Year 4,Indigenous,Short Suspension,Property Misconduct involving own property,1
2022,Semester 2,Far North Queensland,Year 4,Indigenous,Short Suspension,Refusal to participate in the program of instruction,1
2022,Semester 2,Far North Queensland,Year 4,Indigenous,Short Suspension,Substance Misconduct involving an illicit substance,1
2022,Semester 2,Far North Queensland,Year 4,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,20
2022,Semester 2,Far North Queensland,Year 4,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,6
2022,Semester 2,Far North Queensland,Year 4,Non-Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,4
2022,Semester 2,Far North Queensland,Year 4,Non-Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,2
2022,Semester 2,Far North Queensland,Year 4,Non-Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,3
2022,Semester 2,Far North Queensland,Year 4,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,1
2022,Semester 2,Far North Queensland,Year 4,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,2
2022,Semester 2,Far North Queensland,Year 4,Non-Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,4
2022,Semester 2,Far North Queensland,Year 4,Non-Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,25
2022,Semester 2,Far North Queensland,Year 4,Non-Indigenous,Short Suspension,Property Misconduct involving other's property,2
2022,Semester 2,Far North Queensland,Year 4,Non-Indigenous,Short Suspension,Refusal to participate in the program of instruction,5
2022,Semester 2,Far North Queensland,Year 4,Non-Indigenous,Short Suspension,Substance Misconduct involving an illicit substance,3
2022,Semester 2,Far North Queensland,Year 4,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,10
2022,Semester 2,Far North Queensland,Year 4,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,1
2022,Semester 2,Far North Queensland,Year 5,Indigenous,Long Suspension,Other Serious conduct prejudicial to the good order and management of the school,1
2022,Semester 2,Far North Queensland,Year 5,Indigenous,Long Suspension,Physical Misconduct involving Adults involving an object,1
2022,Semester 2,Far North Queensland,Year 5,Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,5
2022,Semester 2,Far North Queensland,Year 5,Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,4
2022,Semester 2,Far North Queensland,Year 5,Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,7
2022,Semester 2,Far North Queensland,Year 5,Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,4
2022,Semester 2,Far North Queensland,Year 5,Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,4
2022,Semester 2,Far North Queensland,Year 5,Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,7
2022,Semester 2,Far North Queensland,Year 5,Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,25
2022,Semester 2,Far North Queensland,Year 5,Indigenous,Short Suspension,Property Misconduct involving other's property,3
2022,Semester 2,Far North Queensland,Year 5,Indigenous,Short Suspension,Property Misconduct involving own property,1
2022,Semester 2,Far North Queensland,Year 5,Indigenous,Short Suspension,Refusal to participate in the program of instruction,5
2022,Semester 2,Far North Queensland,Year 5,Indigenous,Short Suspension,Substance Misconduct involving an illicit substance,3
2022,Semester 2,Far North Queensland,Year 5,Indigenous,Short Suspension,Substance Misconduct involving other legal substances,2
2022,Semester 2,Far North Queensland,Year 5,Indigenous,Short Suspension,Substance Misconduct involving tobacco,1
2022,Semester 2,Far North Queensland,Year 5,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,20
2022,Semester 2,Far North Queensland,Year 5,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,8
2022,Semester 2,Far North Queensland,Year 5,Non-Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,7
2022,Semester 2,Far North Queensland,Year 5,Non-Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,4
2022,Semester 2,Far North Queensland,Year 5,Non-Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,9
2022,Semester 2,Far North Queensland,Year 5,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,1
2022,Semester 2,Far North Queensland,Year 5,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,4
2022,Semester 2,Far North Queensland,Year 5,Non-Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,4
2022,Semester 2,Far North Queensland,Year 5,Non-Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,27
2022,Semester 2,Far North Queensland,Year 5,Non-Indigenous,Short Suspension,Property Misconduct involving other's property,4
2022,Semester 2,Far North Queensland,Year 5,Non-Indigenous,Short Suspension,Refusal to participate in the program of instruction,4
2022,Semester 2,Far North Queensland,Year 5,Non-Indigenous,Short Suspension,Substance Misconduct involving an illicit substance,3
2022,Semester 2,Far North Queensland,Year 5,Non-Indigenous,Short Suspension,Substance Misconduct involving other legal substances,2
2022,Semester 2,Far North Queensland,Year 5,Non-Indigenous,Short Suspension,Substance Misconduct involving tobacco,2
2022,Semester 2,Far North Queensland,Year 5,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,13
2022,Semester 2,Far North Queensland,Year 5,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,2
2022,Semester 2,Far North Queensland,Year 6,Indigenous,Long Suspension,Other Serious conduct prejudicial to the good order and management of the school,2
2022,Semester 2,Far North Queensland,Year 6,Indigenous,Long Suspension,Physical Misconduct involving Students involving an object,1
2022,Semester 2,Far North Queensland,Year 6,Indigenous,Long Suspension,Physical Misconduct involving Students not involving an object,1
2022,Semester 2,Far North Queensland,Year 6,Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,7
2022,Semester 2,Far North Queensland,Year 6,Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,12
2022,Semester 2,Far North Queensland,Year 6,Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,6
2022,Semester 2,Far North Queensland,Year 6,Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,4
2022,Semester 2,Far North Queensland,Year 6,Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,2
2022,Semester 2,Far North Queensland,Year 6,Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,7
2022,Semester 2,Far North Queensland,Year 6,Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,55
2022,Semester 2,Far North Queensland,Year 6,Indigenous,Short Suspension,Property Misconduct involving other's property,8
2022,Semester 2,Far North Queensland,Year 6,Indigenous,Short Suspension,Refusal to participate in the program of instruction,10
2022,Semester 2,Far North Queensland,Year 6,Indigenous,Short Suspension,Substance Misconduct involving other legal substances,3
2022,Semester 2,Far North Queensland,Year 6,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,34
2022,Semester 2,Far North Queensland,Year 6,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,7
2022,Semester 2,Far North Queensland,Year 6,Non-Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,13
2022,Semester 2,Far North Queensland,Year 6,Non-Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,5
2022,Semester 2,Far North Queensland,Year 6,Non-Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,8
2022,Semester 2,Far North Queensland,Year 6,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,2
2022,Semester 2,Far North Queensland,Year 6,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,2
2022,Semester 2,Far North Queensland,Year 6,Non-Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,9
2022,Semester 2,Far North Queensland,Year 6,Non-Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,39
2022,Semester 2,Far North Queensland,Year 6,Non-Indigenous,Short Suspension,Property Misconduct involving other's property,3
2022,Semester 2,Far North Queensland,Year 6,Non-Indigenous,Short Suspension,Refusal to participate in the program of instruction,4
2022,Semester 2,Far North Queensland,Year 6,Non-Indigenous,Short Suspension,Substance Misconduct involving an illicit substance,6
2022,Semester 2,Far North Queensland,Year 6,Non-Indigenous,Short Suspension,Substance Misconduct involving other legal substances,5
2022,Semester 2,Far North Queensland,Year 6,Non-Indigenous,Short Suspension,Substance Misconduct involving tobacco,3
2022,Semester 2,Far North Queensland,Year 6,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,7
2022,Semester 2,Far North Queensland,Year 6,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,6
2022,Semester 2,Far North Queensland,Year 7,Indigenous,Exclusion,Other Serious conduct prejudicial to the good order and management of the school,1
2022,Semester 2,Far North Queensland,Year 7,Indigenous,Exclusion,Physical Misconduct involving Adults involving an object,1
2022,Semester 2,Far North Queensland,Year 7,Indigenous,Exclusion,Physical Misconduct involving Adults not involving an object,1
2022,Semester 2,Far North Queensland,Year 7,Indigenous,Exclusion,Physical Misconduct involving Students not involving an object,1
2022,Semester 2,Far North Queensland,Year 7,Indigenous,Long Suspension,Other conduct prejudicial to the good order and management of the school,3
2022,Semester 2,Far North Queensland,Year 7,Indigenous,Long Suspension,Other Serious conduct prejudicial to the good order and management of the school,4
2022,Semester 2,Far North Queensland,Year 7,Indigenous,Long Suspension,Physical Misconduct involving Adults involving an object,1
2022,Semester 2,Far North Queensland,Year 7,Indigenous,Long Suspension,Physical Misconduct involving Students involving an object,1
2022,Semester 2,Far North Queensland,Year 7,Indigenous,Long Suspension,Physical Misconduct involving Students not involving an object,3
2022,Semester 2,Far North Queensland,Year 7,Indigenous,Short Suspension,Absences,1
2022,Semester 2,Far North Queensland,Year 7,Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,39
2022,Semester 2,Far North Queensland,Year 7,Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,35
2022,Semester 2,Far North Queensland,Year 7,Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,12
2022,Semester 2,Far North Queensland,Year 7,Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,4
2022,Semester 2,Far North Queensland,Year 7,Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,2
2022,Semester 2,Far North Queensland,Year 7,Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,9
2022,Semester 2,Far North Queensland,Year 7,Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,65
2022,Semester 2,Far North Queensland,Year 7,Indigenous,Short Suspension,Property Misconduct involving other's property,11
2022,Semester 2,Far North Queensland,Year 7,Indigenous,Short Suspension,Property Misconduct involving own property,2
2022,Semester 2,Far North Queensland,Year 7,Indigenous,Short Suspension,Refusal to participate in the program of instruction,22
2022,Semester 2,Far North Queensland,Year 7,Indigenous,Short Suspension,Substance Misconduct involving an illicit substance,5
2022,Semester 2,Far North Queensland,Year 7,Indigenous,Short Suspension,Substance Misconduct involving other legal substances,9
2022,Semester 2,Far North Queensland,Year 7,Indigenous,Short Suspension,Substance Misconduct involving tobacco,4
2022,Semester 2,Far North Queensland,Year 7,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,30
2022,Semester 2,Far North Queensland,Year 7,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,5
2022,Semester 2,Far North Queensland,Year 7,Non-Indigenous,Exclusion,Physical Misconduct involving Students involving an object,1
2022,Semester 2,Far North Queensland,Year 7,Non-Indigenous,Long Suspension,Other conduct prejudicial to the good order and management of the school,2
2022,Semester 2,Far North Queensland,Year 7,Non-Indigenous,Long Suspension,Physical Misconduct involving Adults involving an object,1
2022,Semester 2,Far North Queensland,Year 7,Non-Indigenous,Long Suspension,Physical Misconduct involving Adults not involving an object,2
2022,Semester 2,Far North Queensland,Year 7,Non-Indigenous,Long Suspension,Physical Misconduct involving Students involving an object,1
2022,Semester 2,Far North Queensland,Year 7,Non-Indigenous,Long Suspension,Physical Misconduct involving Students not involving an object,2
2022,Semester 2,Far North Queensland,Year 7,Non-Indigenous,Long Suspension,Refusal to participate in the program of instruction,1
2022,Semester 2,Far North Queensland,Year 7,Non-Indigenous,Long Suspension,Verbal or Non Verbal Misconduct involving Students,1
2022,Semester 2,Far North Queensland,Year 7,Non-Indigenous,Short Suspension,Absences,5
2022,Semester 2,Far North Queensland,Year 7,Non-Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,20
2022,Semester 2,Far North Queensland,Year 7,Non-Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,6
2022,Semester 2,Far North Queensland,Year 7,Non-Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,8
2022,Semester 2,Far North Queensland,Year 7,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,3
2022,Semester 2,Far North Queensland,Year 7,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,1
2022,Semester 2,Far North Queensland,Year 7,Non-Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,6
2022,Semester 2,Far North Queensland,Year 7,Non-Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,42
2022,Semester 2,Far North Queensland,Year 7,Non-Indigenous,Short Suspension,Property Misconduct involving other's property,5
2022,Semester 2,Far North Queensland,Year 7,Non-Indigenous,Short Suspension,Property Misconduct involving own property,4
2022,Semester 2,Far North Queensland,Year 7,Non-Indigenous,Short Suspension,Refusal to participate in the program of instruction,5
2022,Semester 2,Far North Queensland,Year 7,Non-Indigenous,Short Suspension,Substance Misconduct involving an illicit substance,10
2022,Semester 2,Far North Queensland,Year 7,Non-Indigenous,Short Suspension,Substance Misconduct involving other legal substances,21
2022,Semester 2,Far North Queensland,Year 7,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,34
2022,Semester 2,Far North Queensland,Year 7,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,9
2022,Semester 2,Far North Queensland,Year 8,Indigenous,Exclusion,Other conduct prejudicial to the good order and management of the school,1
2022,Semester 2,Far North Queensland,Year 8,Indigenous,Exclusion,Other Serious conduct prejudicial to the good order and management of the school,2
2022,Semester 2,Far North Queensland,Year 8,Indigenous,Exclusion,Physical Misconduct involving Adults not involving an object,1
2022,Semester 2,Far North Queensland,Year 8,Indigenous,Exclusion,Physical Misconduct involving Students not involving an object,4
2022,Semester 2,Far North Queensland,Year 8,Indigenous,Exclusion,Property Misconduct involving other's property,1
2022,Semester 2,Far North Queensland,Year 8,Indigenous,Exclusion,Property Misconduct involving own property,1
2022,Semester 2,Far North Queensland,Year 8,Indigenous,Long Suspension,Other Serious conduct prejudicial to the good order and management of the school,10
2022,Semester 2,Far North Queensland,Year 8,Indigenous,Long Suspension,Persistently disruptive behaviour adversely affecting others,1
2022,Semester 2,Far North Queensland,Year 8,Indigenous,Long Suspension,Physical Misconduct involving Adults not involving an object,1
2022,Semester 2,Far North Queensland,Year 8,Indigenous,Long Suspension,Physical Misconduct involving Students not involving an object,2
2022,Semester 2,Far North Queensland,Year 8,Indigenous,Long Suspension,Property Misconduct involving other's property,1
2022,Semester 2,Far North Queensland,Year 8,Indigenous,Long Suspension,Refusal to participate in the program of instruction,1
2022,Semester 2,Far North Queensland,Year 8,Indigenous,Long Suspension,Substance Misconduct involving an illicit substance,2
2022,Semester 2,Far North Queensland,Year 8,Indigenous,Long Suspension,Verbal or Non Verbal Misconduct involving Adults,1
2022,Semester 2,Far North Queensland,Year 8,Indigenous,Short Suspension,Absences,9
2022,Semester 2,Far North Queensland,Year 8,Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,39
2022,Semester 2,Far North Queensland,Year 8,Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,35
2022,Semester 2,Far North Queensland,Year 8,Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,22
2022,Semester 2,Far North Queensland,Year 8,Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,3
2022,Semester 2,Far North Queensland,Year 8,Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,5
2022,Semester 2,Far North Queensland,Year 8,Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,5
2022,Semester 2,Far North Queensland,Year 8,Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,54
2022,Semester 2,Far North Queensland,Year 8,Indigenous,Short Suspension,Property Misconduct involving other's property,9
2022,Semester 2,Far North Queensland,Year 8,Indigenous,Short Suspension,Property Misconduct involving own property,7
2022,Semester 2,Far North Queensland,Year 8,Indigenous,Short Suspension,Refusal to participate in the program of instruction,25
2022,Semester 2,Far North Queensland,Year 8,Indigenous,Short Suspension,Substance Misconduct involving an illicit substance,10
2022,Semester 2,Far North Queensland,Year 8,Indigenous,Short Suspension,Substance Misconduct involving other legal substances,13
2022,Semester 2,Far North Queensland,Year 8,Indigenous,Short Suspension,Substance Misconduct involving tobacco,8
2022,Semester 2,Far North Queensland,Year 8,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,40
2022,Semester 2,Far North Queensland,Year 8,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,11
2022,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Exclusion,Other Serious conduct prejudicial to the good order and management of the school,2
2022,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Exclusion,Physical Misconduct involving Adults not involving an object,1
2022,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Exclusion,Physical Misconduct involving Students not involving an object,1
2022,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Exclusion,Substance Misconduct involving an illicit substance,1
2022,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Long Suspension,Other conduct prejudicial to the good order and management of the school,1
2022,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Long Suspension,Other Serious conduct prejudicial to the good order and management of the school,1
2022,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Long Suspension,Physical Misconduct involving Adults involving an object,2
2022,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Long Suspension,Physical Misconduct involving Adults not involving an object,2
2022,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Long Suspension,Physical Misconduct involving Students involving an object,1
2022,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Long Suspension,Physical Misconduct involving Students not involving an object,2
2022,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Long Suspension,Property Misconduct involving other's property,1
2022,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Long Suspension,Substance Misconduct involving other legal substances,1
2022,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Long Suspension,Substance Misconduct involving tobacco,1
2022,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Long Suspension,Verbal or Non Verbal Misconduct involving Adults,2
2022,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Short Suspension,Absences,6
2022,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,31
2022,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,14
2022,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,16
2022,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,1
2022,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,2
2022,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,50
2022,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Short Suspension,Property Misconduct involving other's property,11
2022,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Short Suspension,Property Misconduct involving own property,2
2022,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Short Suspension,Refusal to participate in the program of instruction,14
2022,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Short Suspension,Substance Misconduct involving an illicit substance,9
2022,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Short Suspension,Substance Misconduct involving other legal substances,27
2022,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Short Suspension,Substance Misconduct involving tobacco,9
